rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
984,Kepler-150,Transit,4,30.826557,0.000199,-0.000199,0,0.189,,,0,,,,,,,,,,,,,0.278,0.049,-0.049,0,,,,,,,,,0,1,5560,100,-100,0,0,,,,,,0.94,0.14,-0.14,0,0
985,Kepler-151,Transit,2,15.228958,0.00003,-0.00003,0,0.116,,,0,,,,,,,,,,,,,0.273,0.136,-0.136,0,,,,,,,,,0,1,5460,200,-200,0,0,0.83,,,0,0,0.83,0.41,-0.41,0,0
986,Kepler-151,Transit,2,24.674612,0.000106,-0.000106,0,0.16,,,0,,,,,,,,,,,,,0.186,0.093,-0.093,0,,,,,,,,,0,1,5460,200,-200,0,0,0.83,,,0,0,0.83,0.41,-0.41,0,0
987,Kepler-152,Transit,2,18.207973,0.000023,-0.000023,0,0.124,,,0,,,,,,,,,,,,,0.249,0.015,-0.015,0,,,,,,,,,0,1,5088,100,-100,0,0,,,,,,0.72,0.04,-0.04,0,0
988,Kepler-152,Transit,2,88.255055,0.000309,-0.000309,0,0.356,,,0,,,,,,,,,,,,,0.213,0.014,-0.014,0,,,,,,,,,0,1,5088,100,-100,0,0,,,,,,0.72,0.04,-0.04,0,0
989,Kepler-153,Transit,2,18.870227,0.000039,-0.000039,0,0.129,,,0,,,,,,,,,,,,,0.261,0.157,-0.157,0,,,,,,,,,0,1,5404,200,-200,0,0,,,,,,0.89,0.54,-0.54,0,0
990,Kepler-153,Transit,2,46.90232,0.000215,-0.000215,0,0.237,,,0,,,,,,,,,,,,,0.226,0.136,-0.136,0,,,,,,,,,0,1,5404,200,-200,0,0,,,,,,0.89,0.54,-0.54,0,0
991,Kepler-154,Transit,2,33.040532,0.000215,-0.000215,0,0.198,,,0,,,,,,,,,,,,,0.202,0.039,-0.039,0,,,,,,,,,0,1,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0
992,Kepler-154,Transit,2,62.303276,0.000406,-0.000406,0,0.303,,,0,,,,,,,,,,,,,0.263,0.055,-0.055,0,,,,,,,,,0,1,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0
993,Kepler-155,Transit,2,5.931194,0.000008,-0.000008,0,0.056,,,0,,,,,,,,,,,,,0.186,0.019,-0.019,0,,,,,,,,,0,1,4508,100,-100,0,0,0.58,,,0,0,0.62,0.03,-0.03,0,0
994,Kepler-155,Transit,2,52.661793,0.000236,-0.000236,0,0.242,,,0,,,,,,,,,,,,,0.2,0.013,-0.013,0,,,,,,,,,0,1,4508,100,-100,0,0,0.58,,,0,0,0.62,0.03,-0.03,0,0
995,Kepler-156,Transit,2,4.973456,0.000008,-0.000008,0,0.054,,,0,,,,,,,,,,,,,0.205,0.015,-0.015,0,,,,,,,,,0,1,5094,100,-100,0,0,,,,,,0.81,0.05,-0.05,0,0
996,Kepler-156,Transit,2,15.906801,0.000045,-0.000045,0,0.117,,,0,,,,,,,,,,,,,0.227,0.017,-0.017,0,,,,,,,,,0,1,5094,100,-100,0,0,,,,,,0.81,0.05,-0.05,0,0
997,Kepler-157,Transit,2,1.732342,0.000006,-0.000006,0,0.028,,,0,,,,,,,,,,,,,0.118,0.023,-0.023,0,,,,,,,,,0,1,5774,125,-125,0,0,,,,,,1.04,0.2,-0.2,0,0
998,Kepler-157,Transit,2,13.5405,0.000049,-0.000049,0,0.11,,,0,,,,,,,,,,,,,0.2,0.038,-0.038,0,,,,,,,,,0,1,5774,125,-125,0,0,,,,,,1.04,0.2,-0.2,0,0
999,Kepler-158,Transit,2,16.709184,0.000064,-0.000064,0,0.111,,,0,,,,,,,,,,,,,0.189,0.032,-0.032,0,,,,,,,,,0,1,4623,200,-200,0,0,,,,,,0.62,0.08,-0.08,0,0
1000,Kepler-158,Transit,2,28.551383,0.00014,-0.00014,0,0.158,,,0,,,,,,,,,,,,,0.17,0.027,-0.027,0,,,,,,,,,0,1,4623,200,-200,0,0,,,,,,0.62,0.08,-0.08,0,0
1001,Kepler-159,Transit,2,10.139623,0.000022,-0.000022,0,0.082,,,0,,,,,,,,,,,,,0.212,0.016,-0.016,0,,,,,,,,,1,1,4625,100,-100,0,0,,,,,,0.66,0.03,-0.03,0,0
1002,Kepler-159,Transit,2,43.595792,0.000125,-0.000125,0,0.218,,,0,,,,,,,,,,,,,0.304,0.025,-0.025,0,,,,,,,,,1,1,4625,100,-100,0,0,,,,,,0.66,0.03,-0.03,0,0
1003,Kepler-160,Transit,2,4.309427,0.000017,-0.000017,0,0.05,,,0,,,,,,,,,,,,,0.137,0.068,-0.068,0,,,,,,,,,0,1,5857,200,-200,0,0,,,,,,0.88,0.43,-0.43,0,0
1004,Kepler-160,Transit,2,13.699087,0.000031,-0.000031,0,0.109,,,0,,,,,,,,,,,,,0.322,0.158,-0.158,0,,,,,,,,,0,1,5857,200,-200,0,0,,,,,,0.88,0.43,-0.43,0,0
1005,Kepler-161,Transit,2,4.921355,0.000006,-0.000006,0,0.054,,,0,,,,,,,,,,,,,0.189,0.012,-0.012,0,,,,,,,,,0,1,5078,100,-100,0,0,0.77,,,0,0,0.81,0.05,-0.05,0,0
1006,Kepler-161,Transit,2,7.06424,0.000011,-0.000011,0,0.068,,,0,,,,,,,,,,,,,0.183,0.013,-0.013,0,,,,,,,,,0,1,5078,100,-100,0,0,0.77,,,0,0,0.81,0.05,-0.05,0,0
1007,Kepler-162,Transit,2,6.919798,0.000052,-0.000052,0,0.069,,,0,,,,,,,,,,,,,0.112,0.06,-0.06,0,,,,,,,,,0,1,5816,200,-200,0,0,,,,,,0.96,0.51,-0.51,0,0
1008,Kepler-162,Transit,2,19.446355,0.000045,-0.000045,0,0.137,,,0,,,,,,,,,,,,,0.27,0.145,-0.145,0,,,,,,,,,0,1,5816,200,-200,0,0,,,,,,0.96,0.51,-0.51,0,0
1009,Kepler-163,Transit,2,7.810937,0.000107,-0.000107,0,0.078,,,0,,,,,,,,,,,,,0.094,0.039,-0.039,0,,,,,,,,,0,1,5776,200,-200,0,0,0.96,,,0,0,0.92,0.38,-0.38,0,0
1010,Kepler-163,Transit,2,21.347262,0.000081,-0.000081,0,0.152,,,0,,,,,,,,,,,,,0.202,0.084,-0.084,0,,,,,,,,,0,1,5776,200,-200,0,0,0.96,,,0,0,0.92,0.38,-0.38,0,0
1011,Kepler-164,Transit,3,5.03503,0.000027,-0.000027,0,0.058,,,0,,,,,,,,,,,,,0.126,0.025,-0.025,0,,,,,,,,,0,1,5888,113,-113,0,0,1.11,,,0,0,1.15,0.22,-0.22,0,0
1012,Kepler-164,Transit,3,10.945723,0.000029,-0.000029,0,0.097,,,0,,,,,,,,,,,,,0.244,0.046,-0.046,0,,,,,,,,,0,1,5888,113,-113,0,0,1.11,,,0,0,1.15,0.22,-0.22,0,0
1013,Kepler-164,Transit,3,28.986769,0.000162,-0.000162,0,0.187,,,0,,,,,,,,,,,,,0.219,0.042,-0.042,0,,,,,,,,,0,1,5888,113,-113,0,0,1.11,,,0,0,1.15,0.22,-0.22,0,0
1014,Kepler-165,Transit,2,8.180848,0.000026,-0.000026,0,0.072,,,0,,,,,,,,,,,,,0.207,0.126,-0.126,0,,,,,,,,,0,1,5211,200,-200,0,0,,,,,,0.77,0.47,-0.47,0,0
1015,Kepler-165,Transit,2,15.31299,0.000057,-0.000057,0,0.11,,,0,,,,,,,,,,,,,0.199,0.12,-0.12,0,,,,,,,,,0,1,5211,200,-200,0,0,,,,,,0.77,0.47,-0.47,0,0
1016,Kepler-166,Transit,2,7.650254,0.000012,-0.000012,0,0.072,,,0,,,,,,,,,,,,,0.203,0.104,-0.104,0,,,,,,,,,0,1,5413,200,-200,0,0,,,,,,0.74,0.38,-0.38,0,0
1017,Kepler-166,Transit,2,34.260281,0.000124,-0.000124,0,0.195,,,0,,,,,,,,,,,,,0.212,0.11,-0.11,0,,,,,,,,,0,1,5413,200,-200,0,0,,,,,,0.74,0.38,-0.38,0,0
1018,Kepler-167,Transit,2,4.393147,0.00001,-0.00001,0,0.048,,,0,,,,,,,,,,,,,0.129,0.008,-0.008,0,,,,,,,,,0,1,4796,100,-100,0,0,0.76,,,0,0,0.7,0.04,-0.04,0,0
1019,Kepler-167,Transit,2,7.406097,0.000026,-0.000026,0,0.068,,,0,,,,,,,,,,,,,0.122,0.007,-0.007,0,,,,,,,,,0,1,4796,100,-100,0,0,0.76,,,0,0,0.7,0.04,-0.04,0,0
1020,Kepler-168,Transit,2,4.425391,0.000033,-0.000033,0,0.056,,,0,,,,,,,,,,,,,0.13,0.059,-0.059,0,,,,,,,,,0,1,6282,200,-200,0,0,,,,,,1.11,0.5,-0.5,0,0
1021,Kepler-168,Transit,2,13.193242,0.000049,-0.000049,0,0.116,,,0,,,,,,,,,,,,,0.24,0.108,-0.108,0,,,,,,,,,0,1,6282,200,-200,0,0,,,,,,1.11,0.5,-0.5,0,0
1022,Kepler-169,Transit,5,3.250619,0.000013,-0.000013,0,0.04,,,0,,,,,,,,,,,,,0.101,0.007,-0.007,0,,,,,,,,,0,1,4997,100,-100,0,0,0.86,,,0,0,0.76,0.05,-0.05,0,0
1023,Kepler-169,Transit,5,6.195469,0.000029,-0.000029,0,0.062,,,0,,,,,,,,,,,,,0.108,0.007,-0.007,0,,,,,,,,,0,1,4997,100,-100,0,0,0.86,,,0,0,0.76,0.05,-0.05,0,0
1024,Kepler-169,Transit,5,8.348125,0.000041,-0.000041,0,0.075,,,0,,,,,,,,,,,,,0.112,0.008,-0.008,0,,,,,,,,,0,1,4997,100,-100,0,0,0.86,,,0,0,0.76,0.05,-0.05,0,0
1025,Kepler-169,Transit,5,13.767102,0.000034,-0.000034,0,0.105,,,0,,,,,,,,,,,,,0.196,0.026,-0.026,0,,,,,,,,,0,1,4997,100,-100,0,0,0.86,,,0,0,0.76,0.05,-0.05,0,0
1026,Kepler-169,Transit,5,87.090195,0.000406,-0.000406,0,0.359,,,0,,,,,,,,,,,,,0.23,0.021,-0.021,0,,,,,,,,,0,1,4997,100,-100,0,0,0.86,,,0,0,0.76,0.05,-0.05,0,0
1027,Kepler-170,Transit,2,7.930592,0.000014,-0.000014,0,0.08,,,0,,,,,,,,,,,,,0.285,0.02,-0.02,0,,,,,,,,,0,1,5679,57,-57,0,0,,,,,,1.03,0.06,-0.06,0,0
1028,Kepler-170,Transit,2,16.665863,0.000053,-0.000053,0,0.131,,,0,,,,,,,,,,,,,0.255,0.015,-0.015,0,,,,,,,,,0,1,5679,57,-57,0,0,,,,,,1.03,0.06,-0.06,0,0
1029,Kepler-171,Transit,3,4.166972,0.000007,-0.000007,0,0.05,,,0,,,,,,,,,,,,,0.209,0.094,-0.094,0,,,,,,,,,0,1,5642,200,-200,0,0,,,,,,0.84,0.38,-0.38,0,0
1030,Kepler-171,Transit,3,11.463462,0.000026,-0.000026,0,0.098,,,0,,,,,,,,,,,,,0.228,0.103,-0.103,0,,,,,,,,,0,1,5642,200,-200,0,0,,,,,,0.84,0.38,-0.38,0,0
1031,Kepler-171,Transit,3,39.595519,0.000699,-0.000699,0,0.223,,,0,,,,,,,,,,,,,0.169,0.08,-0.08,0,,,,,,,,,0,1,5642,200,-200,0,0,,,,,,0.84,0.38,-0.38,0,0
1032,Kepler-172,Transit,4,2.940309,0.000007,-0.000007,0,0.04,,,0,,,,,,,,,,,,,0.21,0.037,-0.037,0,,,,,,,,,0,1,5526,100,-100,0,0,0.86,,,0,0,1.08,0.19,-0.19,0,0
1033,Kepler-172,Transit,4,6.388996,0.00002,-0.00002,0,0.068,,,0,,,,,,,,,,,,,0.255,0.047,-0.047,0,,,,,,,,,0,1,5526,100,-100,0,0,0.86,,,0,0,1.08,0.19,-0.19,0,0
1034,Kepler-172,Transit,4,14.627119,0.000105,-0.000105,0,0.118,,,0,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,,,,,0,1,5526,100,-100,0,0,0.86,,,0,0,1.08,0.19,-0.19,0,0
1035,Kepler-172,Transit,4,35.118736,0.000253,-0.000253,0,0.211,,,0,,,,,,,,,,,,,0.246,0.05,-0.05,0,,,,,,,,,0,1,5526,100,-100,0,0,0.86,,,0,0,1.08,0.19,-0.19,0,0
1036,Kepler-173,Transit,2,4.263742,0.000021,-0.000021,0,0.048,,,0,,,,,,,,,,,,,0.115,0.057,-0.057,0,,,,,,,,,0,1,6031,200,-200,0,0,0.78,,,0,0,0.95,0.47,-0.47,0,0
1037,Kepler-173,Transit,2,8.005777,0.000015,-0.000015,0,0.074,,,0,,,,,,,,,,,,,0.217,0.108,-0.108,0,,,,,,,,,0,1,6031,200,-200,0,0,0.78,,,0,0,0.95,0.47,-0.47,0,0
1038,Kepler-174,Transit,3,13.98179,0.000024,-0.000024,0,0.1,,,0,,,,,,,,,,,,,0.175,0.01,-0.01,0,,,,,,,,,0,1,4880,126,-126,0,0,,,,,,0.62,0.03,-0.03,0,0
1039,Kepler-174,Transit,3,44.000529,0.000265,-0.000265,0,0.214,,,0,,,,,,,,,,,,,0.133,0.008,-0.008,0,,,,,,,,,0,1,4880,126,-126,0,0,,,,,,0.62,0.03,-0.03,0,0
1040,Kepler-174,Transit,3,247.35373,0.002001,-0.002001,0,0.677,,,0,,,,,,,,,,,,,0.195,0.012,-0.012,0,,,,,,,,,0,1,4880,126,-126,0,0,,,,,,0.62,0.03,-0.03,0,0
1041,Kepler-175,Transit,2,11.903515,0.000046,-0.000046,0,0.105,,,0,,,,,,,,,,,,,0.228,0.114,-0.114,0,,,,,,,,,0,1,6064,200,-200,0,0,1.04,,,0,0,1.01,0.5,-0.5,0,0
1042,Kepler-175,Transit,2,34.035257,0.000279,-0.000279,0,0.213,,,0,,,,,,,,,,,,,0.277,0.139,-0.139,0,,,,,,,,,0,1,6064,200,-200,0,0,1.04,,,0,0,1.01,0.5,-0.5,0,0
1043,Kepler-176,Transit,3,5.433074,0.000024,-0.000024,0,0.058,,,0,,,,,,,,,,,,,0.128,0.065,-0.065,0,,,,,,,,,0,1,5232,200,-200,0,0,,,,,,0.89,0.46,-0.46,0,0
1044,Kepler-176,Transit,3,12.759712,0.000033,-0.000033,0,0.102,,,0,,,,,,,,,,,,,0.232,0.119,-0.119,0,,,,,,,,,0,1,5232,200,-200,0,0,,,,,,0.89,0.46,-0.46,0,0
1045,Kepler-176,Transit,3,25.751974,0.000115,-0.000115,0,0.163,,,0,,,,,,,,,,,,,0.224,0.118,-0.118,0,,,,,,,,,0,1,5232,200,-200,0,0,,,,,,0.89,0.46,-0.46,0,0
1046,Kepler-177,Transit,2,36.855,,,0,,,,,,,,,0.006,0.002,-0.001,0,,,,,0.259,0.136,-0.027,0,,,,,,,,,1,1,5942,,,0,0,1.07,0.25,-0.12,0,0,1.07,0.56,-0.11,0,0
1047,Kepler-177,Transit,2,49.412,,,0,,,,,,,,,0.024,0.011,-0.01,0,,,,,0.633,0.331,-0.064,0,,,,,,,,,1,1,5942,,,0,0,1.07,0.25,-0.12,0,0,1.07,0.56,-0.11,0,0
1048,Kepler-178,Transit,3,9.576694,0.000021,-0.000021,0,0.085,,,0,,,,,,,,,,,,,0.259,0.112,-0.112,0,,,,,,,,,0,1,5676,200,-200,0,0,,,,,,1.07,0.45,-0.45,0,0
1049,Kepler-178,Transit,3,20.552802,0.000066,-0.000066,0,0.142,,,0,,,,,,,,,,,,,0.257,0.11,-0.11,0,,,,,,,,,0,1,5676,200,-200,0,0,,,,,,1.07,0.45,-0.45,0,0
1050,Kepler-178,Transit,3,96.678988,0.000702,-0.000702,0,0.397,,,0,,,,,,,,,,,,,0.352,0.152,-0.152,0,,,,,,,,,0,1,5676,200,-200,0,0,,,,,,1.07,0.45,-0.45,0,0
1051,Kepler-179,Transit,2,2.735926,0.000008,-0.000008,0,0.036,,,0,,,,,,,,,,,,,0.146,0.061,-0.061,0,,,,,,,,,0,1,5302,200,-200,0,0,,,,,,0.76,0.31,-0.31,0,0
1052,Kepler-179,Transit,2,6.40013,0.000017,-0.000017,0,0.064,,,0,,,,,,,,,,,,,0.178,0.072,-0.072,0,,,,,,,,,0,1,5302,200,-200,0,0,,,,,,0.76,0.31,-0.31,0,0
1053,Kepler-180,Transit,2,13.817124,0.000155,-0.000155,0,0.109,,,0,,,,,,,,,,,,,0.134,0.06,-0.06,0,,,,,,,,,0,1,5731,200,-200,0,0,0.84,,,0,0,1.06,0.47,-0.47,0,0
1054,Kepler-180,Transit,2,41.885775,0.000228,-0.000228,0,0.229,,,0,,,,,,,,,,,,,0.269,0.12,-0.12,0,,,,,,,,,0,1,5731,200,-200,0,0,0.84,,,0,0,1.06,0.47,-0.47,0,0
1055,Kepler-181,Transit,2,3.137873,0.000013,-0.000013,0,0.04,,,0,,,,,,,,,,,,,0.113,0.055,-0.055,0,,,,,,,,,0,1,5333,200,-200,0,0,,,,,,0.75,0.37,-0.37,0,0
1056,Kepler-181,Transit,2,4.302149,0.000008,-0.000008,0,0.049,,,0,,,,,,,,,,,,,0.178,0.087,-0.087,0,,,,,,,,,0,1,5333,200,-200,0,0,,,,,,0.75,0.37,-0.37,0,0
1057,Kepler-182,Transit,2,9.825792,0.000062,-0.000062,0,0.096,,,0,,,,,,,,,,,,,0.23,0.105,-0.105,0,,,,,,,,,0,1,6250,200,-200,0,0,1.14,,,0,0,1.15,0.51,-0.51,0,0
1058,Kepler-182,Transit,2,20.684342,0.000097,-0.000097,0,0.157,,,0,,,,,,,,,,,,,0.306,0.136,-0.136,0,,,,,,,,,0,1,6250,200,-200,0,0,1.14,,,0,0,1.15,0.51,-0.51,0,0
1059,Kepler-183,Transit,2,5.687945,0.00002,-0.00002,0,0.064,,,0,,,,,,,,,,,,,0.184,0.079,-0.079,0,,,,,,,,,0,1,5888,200,-200,0,0,,,,,,0.96,0.41,-0.41,0,0
1060,Kepler-183,Transit,2,11.637071,0.000055,-0.000055,0,0.103,,,0,,,,,,,,,,,,,0.203,0.087,-0.087,0,,,,,,,,,0,1,5888,200,-200,0,0,,,,,,0.96,0.41,-0.41,0,0
1061,Kepler-184,Transit,3,10.687576,0.000025,-0.000025,0,0.092,,,0,,,,,,,,,,,,,0.211,0.119,-0.119,0,,,,,,,,,0,1,5788,200,-200,0,0,,,,,,0.87,0.49,-0.49,0,0
1062,Kepler-184,Transit,3,20.303005,0.000087,-0.000087,0,0.141,,,0,,,,,,,,,,,,,0.176,0.099,-0.099,0,,,,,,,,,0,1,5788,200,-200,0,0,,,,,,0.87,0.49,-0.49,0,0
1063,Kepler-184,Transit,3,29.022358,0.000176,-0.000176,0,0.179,,,0,,,,,,,,,,,,,0.222,0.126,-0.126,0,,,,,,,,,0,1,5788,200,-200,0,0,,,,,,0.87,0.49,-0.49,0,0
1064,Kepler-185,Transit,2,1.6329,0.000005,-0.000005,0,0.026,,,0,,,,,,,,,,,,,0.104,0.06,-0.06,0,,,,,,,,,0,1,5208,200,-200,0,0,0.79,,,0,0,0.81,0.46,-0.46,0,0
1065,Kepler-185,Transit,2,20.729042,0.000097,-0.000097,0,0.139,,,0,,,,,,,,,,,,,0.18,0.104,-0.104,0,,,,,,,,,0,1,5208,200,-200,0,0,0.79,,,0,0,0.81,0.46,-0.46,0,0
1066,Kepler-186,Transit,5,3.8867907,0.0000062,-0.0000063,0,0.0343,0.0046,-0.0046,0,,,,,,,,,,,,,0.095,0.011,-0.011,0,,,,,,,,,0,1,3755,90,-90,0,0,0.54,0.02,-0.02,0,0,0.52,0.02,-0.02,0,0
1067,Kepler-186,Transit,5,7.267302,0.000012,-0.000011,0,0.0451,0.007,-0.007,0,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,,,,,0,1,3755,90,-90,0,0,0.54,0.02,-0.02,0,0,0.52,0.02,-0.02,0,0
1068,Kepler-186,Transit,5,13.342996,0.000025,-0.000024,0,0.0781,0.01,-0.01,0,,,,,,,,,,,,,0.125,0.014,-0.014,0,,,,,,,,,0,1,3755,90,-90,0,0,0.54,0.02,-0.02,0,0,0.52,0.02,-0.02,0,0
1069,Kepler-186,Transit,5,22.407704,0.000074,-0.000072,0,0.11,0.015,-0.015,0,,,,,,,,,,,,,0.113,0.013,-0.012,0,,,,,,,,,0,1,3755,90,-90,0,0,0.54,0.02,-0.02,0,0,0.52,0.02,-0.02,0,0
1070,Kepler-186,Transit,5,129.9441,0.0013,-0.0012,0,0.432,0.171,-0.053,0,0.04,0.07,-0.04,-1,,,,,,,,,0.104,0.007,-0.007,0,,,,,89.96,0.04,-0.1,0,0,1,3755,90,-90,0,0,0.54,0.02,-0.02,0,0,0.52,0.02,-0.02,0,0
1071,Kepler-187,Transit,2,4.938864,0.000058,-0.000058,0,0.059,,,0,,,,,,,,,,,,,0.126,0.025,-0.025,0,,,,,,,,,0,1,6105,129,-129,0,0,0.85,,,0,0,1.29,0.25,-0.25,0,0
1072,Kepler-187,Transit,2,10.640263,0.000048,-0.000048,0,0.099,,,0,,,,,,,,,,,,,0.238,0.046,-0.046,0,,,,,,,,,0,1,6105,129,-129,0,0,0.85,,,0,0,1.29,0.25,-0.25,0,0
1073,Kepler-188,Transit,2,2.061897,0.00001,-0.00001,0,0.032,,,0,,,,,,,,,,,,,0.15,0.068,-0.068,0,,,,,,,,,0,1,6021,200,-200,0,0,,,,,,1.14,0.51,-0.51,0,0
1074,Kepler-188,Transit,2,5.996553,0.000015,-0.000015,0,0.066,,,0,,,,,,,,,,,,,0.285,0.129,-0.129,0,,,,,,,,,0,1,6021,200,-200,0,0,,,,,,1.14,0.51,-0.51,0,0
1075,Kepler-189,Transit,2,10.399931,0.000085,-0.000085,0,0.088,,,0,,,,,,,,,,,,,0.108,0.054,-0.054,0,,,,,,,,,0,1,5235,200,-200,0,0,0.79,,,0,0,0.75,0.38,-0.38,0,0
1076,Kepler-189,Transit,2,20.134866,0.000057,-0.000057,0,0.137,,,0,,,,,,,,,,,,,0.212,0.106,-0.106,0,,,,,,,,,0,1,5235,200,-200,0,0,0.79,,,0,0,0.75,0.38,-0.38,0,0
1077,Kepler-190,Transit,2,2.019999,0.000003,-0.000003,0,0.03,,,0,,,,,,,,,,,,,0.139,0.01,-0.01,0,,,,,,,,,0,1,5106,100,-100,0,0,0.84,,,0,0,0.8,0.05,-0.05,0,0
1078,Kepler-190,Transit,2,3.763024,0.000009,-0.000009,0,0.045,,,0,,,,,,,,,,,,,0.13,0.009,-0.009,0,,,,,,,,,0,1,5106,100,-100,0,0,0.84,,,0,0,0.8,0.05,-0.05,0,0
1079,Kepler-191,Transit,2,9.939632,0.000066,-0.000066,0,0.087,,,0,,,,,,,,,,,,,0.12,0.059,-0.059,0,,,,,,,,,0,1,5282,200,-200,0,0,0.85,,,0,0,0.79,0.39,-0.39,0,0
1080,Kepler-191,Transit,2,17.738506,0.000082,-0.000082,0,0.128,,,0,,,,,,,,,,,,,0.166,0.082,-0.082,0,,,,,,,,,0,1,5282,200,-200,0,0,0.85,,,0,0,0.79,0.39,-0.39,0,0
1081,Kepler-192,Transit,2,9.926746,0.000018,-0.000018,0,0.09,,,0,,,,,,,,,,,,,0.244,0.04,-0.04,0,,,,,,,,,0,1,5479,100,-100,0,0,,,,,,1.01,0.16,-0.16,0,0
1082,Kepler-192,Transit,2,21.2234,0.000076,-0.000076,0,0.15,,,0,,,,,,,,,,,,,0.249,0.046,-0.046,0,,,,,,,,,0,1,5479,100,-100,0,0,,,,,,1.01,0.16,-0.16,0,0
1083,Kepler-193,Transit,2,11.38848,0.000054,-0.000054,0,0.106,,,0,,,,,,,,,,,,,0.213,0.096,-0.096,0,,,,,,,,,0,1,6335,200,-200,0,0,,,,,,1.15,0.52,-0.52,0,0
1084,Kepler-193,Transit,2,50.697494,0.000446,-0.000446,0,0.286,,,0,,,,,,,,,,,,,0.245,0.111,-0.111,0,,,,,,,,,0,1,6335,200,-200,0,0,,,,,,1.15,0.52,-0.52,0,0
1085,Kepler-194,Transit,3,2.092281,0.000008,-0.000008,0,0.032,,,0,,,,,,,,,,,,,0.135,0.07,-0.07,0,,,,,,,,,0,1,6089,200,-200,0,0,,,,,,1.02,0.54,-0.54,0,0
1086,Kepler-194,Transit,3,17.308032,0.000079,-0.000079,0,0.131,,,0,,,,,,,,,,,,,0.231,0.121,-0.121,0,,,,,,,,,0,1,6089,200,-200,0,0,,,,,,1.02,0.54,-0.54,0,0
1087,Kepler-194,Transit,3,52.814973,0.000481,-0.000481,0,0.275,,,0,,,,,,,,,,,,,0.214,0.112,-0.112,0,,,,,,,,,0,1,6089,200,-200,0,0,,,,,,1.02,0.54,-0.54,0,0
1088,Kepler-195,Transit,2,8.307872,0.00002,-0.00002,0,0.077,,,0,,,,,,,,,,,,,0.181,0.066,-0.066,0,,,,,,,,,0,1,5329,200,-200,0,0,,,,,,0.78,0.28,-0.28,0,0
1089,Kepler-195,Transit,2,34.096863,0.000371,-0.000371,0,0.197,,,0,,,,,,,,,,,,,0.138,0.051,-0.051,0,,,,,,,,,0,1,5329,200,-200,0,0,,,,,,0.78,0.28,-0.28,0,0
1090,Kepler-196,Transit,2,20.739886,0.000066,-0.000066,0,0.138,,,0,,,,,,,,,,,,,0.17,0.013,-0.013,0,,,,,,,,,0,1,5128,100,-100,0,0,,,,,,0.78,0.06,-0.06,0,0
1091,Kepler-196,Transit,2,47.427737,0.000223,-0.000223,0,0.24,,,0,,,,,,,,,,,,,0.2,0.015,-0.015,0,,,,,,,,,0,1,5128,100,-100,0,0,,,,,,0.78,0.06,-0.06,0,0
1092,Kepler-197,Transit,4,5.599308,0.000023,-0.000023,0,0.06,,,0,,,,,,,,,,,,,0.091,0.004,-0.004,0,,,,,,,,,0,1,6004,102,-102,0,0,,,,,,1.12,0.03,-0.03,0,0
1093,Kepler-197,Transit,4,10.349695,0.000045,-0.000045,0,0.09,,,0,,,,,,,,,,,,,0.11,0.004,-0.004,0,,,,,,,,,0,1,6004,102,-102,0,0,,,,,,1.12,0.03,-0.03,0,0
1094,Kepler-197,Transit,4,15.677563,0.000096,-0.000096,0,0.119,,,0,,,,,,,,,,,,,0.109,0.009,-0.009,0,,,,,,,,,0,1,6004,102,-102,0,0,,,,,,1.12,0.03,-0.03,0,0
1095,Kepler-197,Transit,4,25.209715,0.000387,-0.000387,0,0.164,,,0,,,,,,,,,,,,,0.081,0.004,-0.004,0,,,,,,,,,0,1,6004,102,-102,0,0,,,,,,1.12,0.03,-0.03,0,0
1096,Kepler-198,Transit,2,17.790037,0.000035,-0.000035,0,0.131,,,0,,,,,,,,,,,,,0.252,0.037,-0.037,0,,,,,,,,,0,1,5574,100,-100,0,0,0.93,,,0,0,0.94,0.14,-0.14,0,0
1097,Kepler-198,Transit,2,49.567416,0.00022,-0.00022,0,0.259,,,0,,,,,,,,,,,,,0.22,0.033,-0.033,0,,,,,,,,,0,1,5574,100,-100,0,0,0.93,,,0,0,0.94,0.14,-0.14,0,0
1098,Kepler-199,Transit,2,23.637604,0.00005,-0.00005,0,0.158,,,0,,,,,,,,,,,,,0.277,0.05,-0.05,0,,,,,,,,,1,1,5644,117,-117,0,0,,,,,,0.97,0.17,-0.17,0,0
